index,image_link,group_id,entity_name,entity_value,extracted_text,prediction
665,https://m.media-amazon.com/images/I/81WXYcWpDNL.jpg,373285,item_weight,800.0 gram,"“orescet

 
","0.0 gram, 30.0 gram, 23.0 gram, 460.0 milligram, 18.0 milligram, 5.0 milligram, 1.0 gram, 20.0 milligram, 0.4 milligram, 800.0 gram"
623,https://m.media-amazon.com/images/I/81OqzXDSCmL.jpg,373285,item_weight,99.0 gram,"ENJOY A

FRUIT &

YOGURT
SMOOTHIE

Outshine Pear Vanilla
Yogurt Smoothie is a
delicious blend of sweet
J vanilla, juicy pears, and
ak J real yogurt. The product
5 comes in a shelf-stable
0g ADDED SUGARS ] convenience and ease of

use on-the-go.

 

DE WITH
NONFAT YOGURT
Heat treated after culturing
NO ARTIFICIAL _ é
COLORS OR FLAVORS

NETWT 35 02 999)

Se fail.

=‘

 
","0.0 gram, 30.0 gram, 23.0 gram, 460.0 milligram, 18.0 milligram, 5.0 milligram, 1.0 gram, 20.0 milligram, 0.4 milligram, 800.0 gram"
631,https://m.media-amazon.com/images/I/619+PT-LlsL.jpg,373285,item_volume,128.0 fluid ounce,"@

 

UC’

GR HHI RW So

    

 

 

a) TTI ‘
ae \\ ea A VUE a
; dees Meco Lt a
SH EP u

Y.

EST. 2003
|

L

 
","1.88 litre, 240.0 millilitre"
624,https://m.media-amazon.com/images/I/81T2bEkNmTL.jpg,373285,item_weight,99.0 gram,"ous CSF air 11m
Pe ORS RAT

Og Andep suGars

No AtnncaLcouons
NO 3s FLAVORS

   

NO FRIDGE NEEDED

‘Qutshi Ir

ERuIT & YOGURT

PMOOTHIE Qutshine.

\

PEAR ERuIT & YOGURT y

 
   
  
 

  
 

Ww
A

ee

8

 

Ouitshix

&eRuit a yop

    
  
 

  

   

 

VANILLA
(Ss FLAVORED WITH OTHER NATURAL FLAVORS § M Som! | E *. s M OO} wD
“=f 0g ADDED SUGARS —
SA MADE WITH i oD
NONFATYOGURT | PEAR Ph. ae
Heat treated after culturing VANILLA

NO ARTIFICIAL _
COLORS OR FLAVORS

NETWT 3.5 02 (099)

 

 

FLAVORED WITH OTHER NATURAL FLAVORS
GA Og ADDED SUGARS

MADE WITH
NONFAT YOGURT

Heat treated after culturing

NO ARTIFICIAL
COLORS OR FLAVORS

NET 3.5 02 999)

  

 

A tasty option for
the whole family
","0.0 gram, 30.0 gram, 23.0 gram, 460.0 milligram, 18.0 milligram, 5.0 milligram, 1.0 gram, 20.0 milligram, 0.4 milligram, 800.0 gram"
383,https://m.media-amazon.com/images/I/41zNB8ZshmL.jpg,373285,item_volume,200.0 millilitre," 
","1.88 litre, 240.0 millilitre"
628,https://m.media-amazon.com/images/I/81Ev0Om2rQL.jpg,373285,item_weight,99.0 gram,"©utshine

Enjoy Four Delicious
Smoothie Flavors

Outshine offers a variety of delicious smoothie flavors,
including Peach Raspberry, Strawberry Coconut, Blueberry
Pear & Pear Vanilla. Each flavor is made with real fruits and

contain no artificial flavors or colors.

  
          
 

   
 
      
      

    

n= U aa <<
; ee =
(svoornie 2 ie

Ou ADDED SUGARS

ZERUIT & YOGURT»
SMOOTHIE;
)

STRAWBERRY
COCONUT SS nee NOMPTIFICIAL:
COLORS OR FLAVOR!
@ OgADDEDSUGARS [Ff] _ NETWT35.02(099)
IN MADE WITH cALORIES > =
‘980s NONFAT YOGURT < a
eat weateg altereultuing

NO ARTIFICIAL
COLORS OR FLAVORS

      
","0.0 gram, 30.0 gram, 23.0 gram, 460.0 milligram, 18.0 milligram, 5.0 milligram, 1.0 gram, 20.0 milligram, 0.4 milligram, 800.0 gram"
649,https://m.media-amazon.com/images/I/31aNgDKo7CL.jpg,373285,item_weight,4.0 gram," 
","0.0 gram, 30.0 gram, 23.0 gram, 460.0 milligram, 18.0 milligram, 5.0 milligram, 1.0 gram, 20.0 milligram, 0.4 milligram, 800.0 gram"
626,https://m.media-amazon.com/images/I/71YgdZYVn9L.jpg,373285,item_weight,99.0 gram," 

Please refer to the product label for the most accurate
nutrition, ingredient, and allergen information.

INGREDIENTS: PEARS, APPLE PUREE
CONCENTRATE, WATER, CULTURED
NONFAT MILK, 2% OR LESS OF PECTIN,
NONFAT MILK, NATURAL FLAVOR,
VANILLA BEAN SPECKS.

CONTAINS: MILK,
","0.0 gram, 30.0 gram, 23.0 gram, 460.0 milligram, 18.0 milligram, 5.0 milligram, 1.0 gram, 20.0 milligram, 0.4 milligram, 800.0 gram"
627,https://m.media-amazon.com/images/I/81bmDxNlJPL.jpg,373285,item_weight,99.0 gram,"   
   
   
 
  

& ERUIT & YOGURT &»
SMOOTHIE)”
_——

PEAR
ZN TTR

FLAVORED WITH OTHER NATURAL FLAVORS

Og ADDED SUGARS
MADE WITH
\SSM0] = NONFAT YOGURT. s
Heat treated after culturing j
NO ARTIFICIAL J
COLORS OR FLAVORS
;

 

NETWT 3.5 02 (999)

Nutrition Facts
Serving Size 1 Pouch (99g)

60

% Daily Value*
Total Fat 0g 0%
Saturated Fat 0g 0%
Trans Fat 0g
Cholesterol Omg 0%
Sodium 15mg
Total Carbohydrate 149
Dietary Fiber 2g
Total Sugars 9g
Includes 0g Added Sugars 0%
Protein ig

Amount per serving

Calories

Vitamin D Omeg 0% ¢* Calcium 30mg 2%
ron 0.2mg 2% » Potassium 160mg 2%

eee

* The % Daily Value (DV) tells you how much a nutrient in
a serving of food contributes to a daily diet. 2,000
calories a day is used for general nutrition advice.

INGREDIENTS: PEARS, APPLE PUREE
CONCENTRATE, WATER, CULTURED NONFAT

 

 

MILK WATER, 2% OR LESS OF PECTIN, NONFAT

 

MILK, NATURAL FLAVOR, VANILLA BEAN
SPECKS..
CONTAINS: MILK.

Please refer to the product label for the most accurate nutrition, ingredient, and allergen information.
","0.0 gram, 30.0 gram, 23.0 gram, 460.0 milligram, 18.0 milligram, 5.0 milligram, 1.0 gram, 20.0 milligram, 0.4 milligram, 800.0 gram, 99.0 gram, 15.0 milligram, 2.0 gram, 9.0 gram, 30.0 milligram, 0.2 milligram, 160.0 milligram"
625,https://m.media-amazon.com/images/I/91p4-BYgVoL.jpg,373285,item_weight,396.0 gram,"Og appeED sucars

NO AatiFiciat covors
OR FLAVORS

NO FrioGe NEEDED

  
 
  
 
 
    
 

  

| FRUIT & YOGURT :
“ SMOOTHIES}

BLUEBERRY |i
PEAR

we

  

   

= Z MADE WITH NO! ATV OGURT,
noses) 4.3.5 02 (99 g) POUCHES / NET WT 14 02 (396g) pouches |

Og ADDED SUGARS

  
 

   

 

  
   

FRUIT & YOGURT ;
MOOTHIES

MADE WITH NONFAT YOGURT
Heat treated after culturing

4-35 02,9 g POUCHES / NET WT 14 02 (396g

 

NO ARTIFICIAL cotors
OR FLAVORS

NO FRIDGE NEEDED

POUCHES

 

TRY YOUR
FAVORITE FRUIT
FLAVORS

 

Og ADDED suGaRS
NO BETES

NO FRIDGE NEEDED

  
   
   

SW: 1ss1:Nan
(AoYeroT TID

MADE WITH NONFAT YOGURT
Heat treated after culturing

SES) ~ 4.5 0009 POUCHES NET 1400869 a

 

 
","0.0 gram, 30.0 gram, 23.0 gram, 460.0 milligram, 18.0 milligram, 5.0 milligram, 1.0 gram, 20.0 milligram, 0.4 milligram, 800.0 gram, 99.0 gram, 15.0 milligram, 2.0 gram, 9.0 gram, 30.0 milligram, 0.2 milligram, 160.0 milligram, 396.0 gram"
373,https://m.media-amazon.com/images/I/71RjWH103nS.jpg,375816,item_weight,200 gram," 
      

| from bed of Coffee and Cin |
Coffee 60% Chicory 40%

| INSTANT COFFEE-
_ | CHICORY MIXTURE

 

 
",
374,https://m.media-amazon.com/images/I/51Ak7GKuiLL.jpg,375816,item_weight,200 gram," 
",
435,https://m.media-amazon.com/images/I/81yidnjAQ+L.jpg,375816,item_weight,1.8 ounce,"HAZELNUT

INSTANT COFFEE

COLOMBIAN BREW

Rte az g

Tol 3
MINT

INSTANT COFFEE

DOUBLE

CHOCOLATE MOCHA

iE”
COLOMBIAN BREW

COFFEE

Ratan ecco 27g

WILD
ANT

INSTANT COFFEE

xT CU KETC

PORES Lod

coCo] Keo} Rea

Ce ecCen iz

HIGH

CAFFEINE
ESPRESSO

INSTANT COFFEE

COFFEE

Rte Coe Ze

RUT 14184

CHOCOLATE MOCHA
XE x Ci

Co PVG
ee AVL

INSTANT COFFEE

COLOMBIAN BREW

COFFEE

ate Ce ccersu

SMOKY
CINNAMON

INSTANT COFFEE

Pee ERE Ld

COLOMBIAN BREW

COFFEE

MINT

CHOCOLATE MOCHA

 
",27.0 gram
434,https://m.media-amazon.com/images/I/819v28pzDoL.jpg,375816,item_weight,1.8 ounce,"* = .
Pr i Ed
i ale A

id — :
KNIT vd od
| 13 \ OTC

Proce oat

Rae ce Sete

s WILD ee

TUL 4 2
» c NELLA
na TEL Road

P |e | s

ad
. goat
Corfe

amo

a a
Oi :
: Co) KTV) 147 Cee

CT ceca :
ray Cn eee

eRe TINIE) 1a""d

COFFEE

Creer eter

a3 CC -
a oN ait a SMOKY
' ESPRESSO = CINNAMON

TE Lect
Ee Leads
7

aT

REO

4

i

CRT

=

¥ Md
P7 L
Pr ’ a .
a Ae -
¥ cont

ed as
blk (oft
U Pert) RTT a] ig ee he

COFFE ) oad

: fs
? Ua cece

DOUBL
: = TROT SL

CHOCOLATE MOCHA ;
: iene aaa = CHOCOLATE MOCHA

Dea aa wit basi
a c wa

 
",27.0 gram
604,https://m.media-amazon.com/images/I/61I5OgWTHzS.jpg,375816,item_weight,50 gram," 

=

Brand Owned By:
CCL Products (India) Ltd.

Manufactured & Packed By:
CCL Products (India) Lté., Duggirala Mandal,
Guntur District - 522330,AP,, India.

Marketed By:
Continental Cofloe Pvt. Ltd., 7-1-24/2/0, Greendale, Ameerpet,
Hysechad » 500016, ES, i

at
tess deena

Customer Care:
Otfice of Consumer Matters, Continental Coffee Pvt. Lid.,
7-1-2472, Greendale, Ameerpet, Hyderabad - 500016, TS., Ind.

© L40- 23732455 © customercare@eontinental coffee
@ winw-continental coffee I Like us &) officialcontinentalcotfee
Follow us @ continentalcoffecindia

be RPE:
incl. of all taxes) SEE BASE
Date of Manufacture:

Batch no: ba
Use By:

 

NET WEIGHT: 509

CLOSE THE JAR LID TIGHTLY AFTER USE

Se

eee,

 
",27.0 gram
413,https://m.media-amazon.com/images/I/410gyMVw-UL.jpg,375816,item_weight,96.0 gram," 
",27.0 gram
951,https://m.media-amazon.com/images/I/41ox7q1GfeS.jpg,375816,item_weight,1.1 kilogram," 
",27.0 gram
960,https://m.media-amazon.com/images/I/71ol5lnXxEL.jpg,375816,item_weight,1000.0 gram,"LAvATIA

TORINO, ITALIA, 1895

ESPRESSO
SUPER
beat li/)

7c
Aromatique

100% PREMIUM ARABIC
SUITABLE FOR ALL COFFEE

 
",27.0 gram
330,https://m.media-amazon.com/images/I/81mBfsyl+DL.jpg,375816,item_weight,123.0 gram,"y

   
  

HIM)

fo —5
ig

<= 5

= A=,

 
 
 

 

STARBUCKS®
MEDIUM ROAST

COFFEE WITH

2X CAFFEINE’

ANS 75
“ax %
NWR YN ae

 

GROUND COFFEE WITH COFFEE EXTRACTS
10 - 0.43.02 (12.3 g) / EAT NET WT 4.3.02 (123 g)
","27.0 gram, 12.3 gram, 123.0 gram"
331,https://m.media-amazon.com/images/I/714cnffNW3L.jpg,375816,item_weight,123.0 gram,"iA
ty!
HW
y

INN

HLM

  

  

25 Fy
sg
<EURIC’
GENUINE K-CUP® PODS

 
 

STARBUCKS®
MEDIUM ROAST

COFFEE WITH

2X CAFFEINE!

NATURALLY

 

  

GROUND COFFEE WITH COFFEE EXTRACTS
10 - 0.43 02 (12.3 g) / EAT NET WT 4.3.02 (123 g)

   

   
   

PEEL, EMPTY, RECYCLE.
*NOT RECYCLED IN ALL COMMUNITIES.

j(@ ] Boiss
| Ah
","27.0 gram, 12.3 gram, 123.0 gram"
332,https://m.media-amazon.com/images/I/81DMfLssTwL.jpg,375816,item_weight,123.0 gram," 

  

PAA) 10-04300(1238

 

Pe cw
MEDIUM ROAST

COFFEE WITH

2X CAFFEINE’

 
 

GROUND COFFEE WITH COFFEE EXTRACTS
/EAL NET W143 02 (123) ©
","27.0 gram, 12.3 gram, 123.0 gram"
334,https://m.media-amazon.com/images/I/71BqZJVE4kL.jpg,375816,item_weight,123.0 gram,"<EURIC’

GENUINE K-CUP®PODS

 

   

 

®

STARBUCKS®

MEDIUM ROAST
CU COFFEE WITH

Sa

pores 2X CAFFEINE’

 

      

GROUND COFFEE
WITH COFFEE EXTRACTS
10 anor: 10-043 02(12.39)/EA
PEEL EMPTY RECYCLE, NETWT4.302(123¢) ©
","27.0 gram, 12.3 gram, 123.0 gram"
335,https://m.media-amazon.com/images/I/81L5qqZU1NL.jpg,375816,item_weight,8.0 ounce,"It's easy to brew the perfect cup:

e Use 8-0z setting on your brewer.
® Oe sccm tateM st Alm LUCO IR

?
i ¢ Add milk or sugar, or enjoy as is.

Store unused pods at room temperature.

STARBUCKS®
REWARDS
Let us treat you—

join Starbucks® Rewards today:
starbucks.com/morestars

GET MORE FROM A GREAT CUP
OF STARBUCKS® COFFEE

The rich, flavorful taste you love comes with twice the
caffeine of coffee in a traditional Starbucks® K-Cup®
pod. We've combined our House Blend with coffee
extracts, a source of caffeine naturally found in coffee
beans, to give you an extra boost to take on the day.

Committed to 100%
Ethical Coffee Sourcing
in partnership with

CONSERVATION
INTERNATIONAL
|

starbucks.com/social-impact

 
","27.0 gram, 12.3 gram, 123.0 gram"
336,https://m.media-amazon.com/images/I/717z1HKi8oL.jpg,375816,item_weight,123.0 gram,"OO

<EURIC’

GENUINE K-CUP®PODS

. A

   

®

10 Race elicg TAN

K-CUP' wie

PEEL, EMPTY, REC’ (aA)
*NOT RECYCLED. INALL Sanne

 

STARBUCKS®
MEDIUM ROAST

COFFEE WITH

2X CAFFEINE’

CC>
eS

   

ae

  

GROUND COFFEE WITH COFFEE EXTRACTS
10- 0.43 02 (12.3 g) / EAT NET WT-4,3 02 (123 g) ©
","27.0 gram, 12.3 gram, 123.0 gram"
959,https://m.media-amazon.com/images/I/812nFRKc3ZL.jpg,375816,item_weight,14.0 kilogram,"TT Ay

TORINO, ITALI

Nan Tr Vahl
TTT) \ i came | Pity neni

Bel Conny area TORINO, ITALIA, 18

CREMA
CREMA E AROMA
E AROM:

CREMA j CREMA

[A TV AY T TN A

TORINO, ITALIA, 1895
4 TORINO, ITALIA,1895

Pet VAT iia

Blom hye) CREMA
E AROMA

TT] NA]
romomune — ULE

TORINO, ITALIA, 1895

CREMA
E AROMA

a PATTAYA Ty
/e VA BTL toMy VELL
ace) SD CoM eat TVA Pe.

SoD MRC N ALOR E AROMA
CREMA
E AROMA

 
","27.0 gram, 12.3 gram, 123.0 gram"
599,https://m.media-amazon.com/images/I/81sYLRguQAL.jpg,375816,item_weight,16.0 kilogram,"   
 

~
sas ETE E I

 
","27.0 gram, 12.3 gram, 123.0 gram"
333,https://m.media-amazon.com/images/I/81M9xG3reDL.jpg,375816,item_weight,123.0 gram,"  
  

SUN LL fel ex

MEDIUM ROAST

COFFEE WITH

2X CAFFEINE?

VS
As ry}
ea

  

10 RECYCLABLE: GROUND COFFEE Wir COFFEE EXTRACTS
K-CUP®PODs =

EEL, EMPTY, me 10-0.43 02 (12.3 BEAT NET WT4.307 (123 g)

P 7. RECYCLE,
*NOT RECYCLED INALL COMMUNITIES,
","27.0 gram, 12.3 gram, 123.0 gram"
828,https://m.media-amazon.com/images/I/81lSvS+dOVL.jpg,375816,item_weight,100 gram," 

Tali P4 ee a ROME mL Melly mnie

Ingredients: 100% Single Origin Arabica Coffee Beans, L-Theanine,
L-Glutamine, Ginkgo Biloba, Bacopa Monnieri, Panax Ginseng, Rhodiola Rosea,
Nature Identical Caramel Extract.

No preservatives, no additives, no added sugar & no colourants

 

al eb IN CASE OF ANY CUSTOMER COMPLAINT,

 

 

 

 

 

 

 

 

 

 

Average Value (per 100g) | COMMENTS OR QUERIES
Write to us at the MFD. & MKTD. by address
Sey 375 kCal || oR EMAIL US AT: helpfaragecoffee.com
Protein TT me ER Aneel CCC
aan ee OR CALL: +91-81 81 95 95 63
ar § 2g
Manufactured & Marketed by: NET WEIGHT 100g

SWMABHAN COMMERCE PVT LTD
A-1/224 Janak Puri, New Delhi 110058

 

 

 

 

 

 

 

Kye BATCH NO. ©
SSAL =
Lic. No.: 13320006000012 nd 7

(INCL. OF eo

ALL TAXES) =
bo) Co) ate] =
Always use a dry spoon and store UNIT SALE al
in a cool & dry place ae o
Upload pictures on Instagram using MFD. i=
i A a =3 18 months from manufacture &
Coe

 

2 @ @ @m™

5 105960 581/92 56

 
","27.0 gram, 12.3 gram, 123.0 gram, 100.0 gram, 2.0 gram"
238,https://m.media-amazon.com/images/I/61g2MIPw-SL.jpg,375816,item_weight,25 gram,"Ce) BEVZILLA

COFFEE JAR BOX

ENGLISH BUTTERSCOTCH ¢ TURKISH HAZELNUT
COLOMBIAN GOLD « FRENCH VANILLA

Net Qty. 259X4 Each
","27.0 gram, 12.3 gram, 123.0 gram, 100.0 gram, 2.0 gram"
826,https://m.media-amazon.com/images/I/71MFJQIqwSL.jpg,375816,item_weight,100 gram," 
","27.0 gram, 12.3 gram, 123.0 gram, 100.0 gram, 2.0 gram"
237,https://m.media-amazon.com/images/I/61zbBwJJ86L.jpg,375816,item_weight,25 gram," 
 
 
  
     

yy CO BEVZILLA
iv ———s—séCO FFE JAAR BOX

ian
\ j ENGLISH BUTTERSCOT( TCH + TURK! KISH HAZELNUT
4 COLOMBI BIAN GOLD * FREN‘ [CH VANILLA

Net Qty. 2594 Each

0}
","27.0 gram, 12.3 gram, 123.0 gram, 100.0 gram, 2.0 gram"
827,https://m.media-amazon.com/images/I/6177BJL5URL.jpg,375816,item_weight,100 gram," 

OOPS

YOUVE CAUGHT US DURINGA MAKEOVER:

You might get this old jar but the coffee
content in both is the same

 
","27.0 gram, 12.3 gram, 123.0 gram, 100.0 gram, 2.0 gram"
239,https://m.media-amazon.com/images/I/61rViW3qEDL.jpg,375816,item_weight,25 gram," 
","27.0 gram, 12.3 gram, 123.0 gram, 100.0 gram, 2.0 gram"
796,https://m.media-amazon.com/images/I/71lUKpOx3RL.jpg,375816,item_weight,135.0 ounce,"ORIGINALE ITALIANO

SSN ee :
15,4cm

 
","27.0 gram, 12.3 gram, 123.0 gram, 100.0 gram, 2.0 gram"
419,https://m.media-amazon.com/images/I/71c-++zgVxL.jpg,386873,item_weight,423.0 gram,"A Great Leap in Power Life

comes with a huge 12500mAh battery, WP18
rugged phone can free your smartphone

70 Ry yy) 48

hours CallTime days standby Pee elNtclSommn USI VIUSIC

   

 

Ee int

Width: 83.7mm Weight: 423g
",423.0 gram
225,https://m.media-amazon.com/images/I/81GfAC59d9L.jpg,387046,item_weight,7.9 kilogram,"| 7 S\N
[SJ

 
",
699,https://m.media-amazon.com/images/I/71GWjF21cIL.jpg,396159,item_weight,0.14 pound," 

 

 

 
",
262,https://m.media-amazon.com/images/I/81eYKrxwPeL.jpg,396159,item_weight,240.0 gram,"ZWOLTEX.

JACQUARD WEBTECHNIK

Unsere Muster sind gewebt, nicht gedruckt!

ff Keine Druckfarben

if Ausbleichsicher

Y 100% Agyptische
Baumwolle

zahit auf Grund der weichen ABA

und strapazierfahigen LAY ile
Eigenschaften zu den VY yy
hochwertigsten Rohstoffen!

 
",
388,https://m.media-amazon.com/images/I/814zl+0TMJL.jpg,396159,item_weight,2.0 gram," 
",
596,https://m.media-amazon.com/images/I/61v9VArQTaL.jpg,397856,item_weight,90.0 microgram," 
",
896,https://m.media-amazon.com/images/I/810Na9YhX0L.jpg,397856,item_weight,1000.0 microgram,"ABOUT:

At Freak Athletics we are highly focused in
producing the highest quality supplements
available on the market. Using only the finest
ingredients at optimal dosages, Helping you
achieve your health & fitness goals.

Freak Athletics, Leaders in Suppement
innovation. #thefreakinyou

DIRECTIONS:

Take 1 Capsule Daily or as advised by your
healthcare professional. Do not exceed
recommended dosages.

Manufactured For
Freak Athletics Ltd
Cillefwr Industrial Estate
Carmarthen

SA31 3AB
freakathletics.co.uk

OVY®

®freakathleticsuk | #reaknation

X0018WYLED

 

 

 

 

Batch number / bbe see base of pot.

FREAK
HLETICS

FOLATE

1000MCG

 

L-METHYFOLATE
1000MCG PER CAPSULE

 

120 CAPSULES

FOOD SUPPLEMENT

SUPPLEMENT FACTS

as (Calcium L-5-methyltetrahydrofolate (L-SMTHF-Ca}

———
%Daily Value is not Established

 

INGREDIENTS:
Folate as (Calcium -5-methyltetrahycrofolate (L-5MTHF-Cal,
Rice Bran, Magnesium Stearate, Hypromeliose Capsule.

FOR ALLERGENS SEE INGREDIENTS CAPITALISED & BOLD

WARNING:

Food supplements must not be used a5 a substitute for a varied and
balanced diet and 9 hevithy lifeatyte. If you are pregnant. breastfeeding or
taking any medications, please conaut a doctor before use. Discontinue
use and consult a doctor if adverse reactors occur Not intended for use
by persona uncer the age of 18, Keep aut of mach af chicken. Stow in a
cocl, dry place. Do not use # seal is broken or missing.

This information is not intended to diagnose, treat or cure ary aiment.

Manufactured 4 facity that also handkee ruta, shellfish milk, say, egg,
gluten and products theract.

\/ VEGAN VEGETARIAN
",
940,https://m.media-amazon.com/images/I/71ow+wr-WxL.jpg,397856,item_weight,75.0 microgram,"GUMMY VITAMINS

VITAMIN

eee

STRENGTH | meat

oO
r “a
pe
4, ry

5 Cs f
Ma 120
gu immies

Pe
CHP) ee a

 
",
893,https://m.media-amazon.com/images/I/81BGkNhNSBL.jpg,397856,item_weight,1000.0 microgram,"FOLATE

60 120 CAPSULES
IN TOTAL

1 CAPSULE 120 SERVINGS
SERVING SIZE PER CONTAINER

 

    
  

sat d in
Jetics we are highly focuses

ae Ae highest quality supplements
pet the market. Using only the finest

“ optimal dosages. Helping you

jients al <
ae your health & fitness goals.

 
   
   
 

    

1000meg
(Calcium L-5-methyltetrahydrofolate (L-SMTHF-¢y

FOLATE ——.

1000MCG REDIENTS:

     
  
 

rex Nhetics, Leaders in Supplement
novation, #thefreakinyou

DIRECTIONS:

Tue 1 Capsule Daily or as advised by your
eaiteare professional. Do not exceed
reonmended dosages.

   
  
 
 
 
  
 

 
 
  

late as (Calcium L-5-methyltetrahydrofolate (L-SMTHEOG
Bran, Magnesium Stearate, Hypromellose Caosue.

 
     
   
 

ee s R ALLERGENS SEE INGREDIENTS CAPITALISED & B01)
Cilefur Industrial Estate RNING:

Cammarthen i od supplements must not be used as a substitute for a vated ai
SST SAB L-METHYFOLATE ed diet and a healthy lifestyle. If you are pregnant, breastestnga
‘ralathletics.co.uk any medications, please consult a doctor before use. Disc
ja : 1000MCG PER CAPSULE and consult a doctor if adverse reactions occur. Not intended er

  
 

rsons under the age of 18. Keep out of reach of chien, Stett
dry place. Do not use if seal is broken or missing

)®

‘teakathleticsuk | #freaknation

 

S information is not intended to diagnose, treat or cure ay al
ifactured in a facility that also handles nuts, shelfish,mik, $89

  
 

 

120 CAPSULES

  
 

FOOD SUPPLEMENT

  
",
894,https://m.media-amazon.com/images/I/71ySmmO4EJL.jpg,397856,item_weight,1000.0 microgram,"FOLATE

1000MCG

L-METHYFOLATE
1000MCG PER CAPSULE

eee DT — ae ae a

120 CAPSULES

FOOD SUPPLEMENT

ECO

 

Vegan
‘ a Friendly

Vegetarian
me Friendly

High

€ Strength

Easy to

@) Swallow

°° No Artificial
Indredients

 

A aa
THLETICS
",
941,https://m.media-amazon.com/images/I/71Qyb84P7pL.jpg,397856,item_weight,75.0 microgram," 
",
598,https://m.media-amazon.com/images/I/71RB09wAHCL.jpg,397856,item_weight,90.0 microgram,"MK-7
Supports Bone &

Cardiovascular
Health*

MK-7 is the most active form
of Vitamin K2, and is much
better absorbed than K1
from spinach.*

 

 

*These statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure or prevent any disease.

 
",
895,https://m.media-amazon.com/images/I/817tXv3r8BL.jpg,397856,item_weight,1000.0 microgram,"HIGH

Betas
yj FOLATE

? G

L-METHYFOLATE
1000MCG PER CAP‘

q
y hUN
\
a
i

120 CAPSULE:

FOOD SUPPLEM.

 
",
892,https://m.media-amazon.com/images/I/71-zCpEj1qL.jpg,397856,item_weight,1000.0 microgram,"   
   
  

FO

1000MC

, «a Lf | ee fe 4. ~2 2

L-MET
1000MCG.

  
",
597,https://m.media-amazon.com/images/I/71PZRojLfPL.jpg,397856,item_weight,90.0 microgram,"SUPPLEMENT FACTS

Serving Size 1 Softgel

Amount Per Serving

Vitamin Ko 90 mcg T
(as Natural MK-7 [Menaquinone-7])

Tt Daily Value (DV) not established.

 

Other Ingredients: Non-GMO medium chain triglycerides, softgel (bovine
gelatin, glycerin, purified water, organic caramel [as a light barrier]) and
olive oil.

MICROGRAMS

SOFTGELS
",
824,https://m.media-amazon.com/images/I/51vcuDgYTlL.jpg,397856,item_weight,5.5 milligram,"SPERMIDIN =
FORTE
32 ih

 
",
584,https://m.media-amazon.com/images/I/91t88+lMXlL.jpg,411423,item_weight,227.0 gram,"3°75 8

Suey TERS | PREP TIME | FAIS
Organic, Rich notes of

smoked paprika & cumin

Classic fajita...
SIMMER SAUCE. Bftck

 

SERVING
SUGGESTION

 
",
881,https://m.media-amazon.com/images/I/51f2HADG6cL.jpg,412008,wattage,4.0 watt,"Be

POTENTE
Motor eléctrico de 4 W de potencia

 
",4.0 watt
799,https://m.media-amazon.com/images/I/615svlFid7L.jpg,412008,wattage,3.0 horsepower," 
",4.0 watt
214,https://m.media-amazon.com/images/I/71XLo+kfY4S.jpg,416664,item_weight,60.0 gram,"   

Fastmimic natural sunlight
Anti-glare and no burning sensation

30s.60s and 90s timer setting
Auto on/off when hands in/out without pressing any keys

 
",
790,https://m.media-amazon.com/images/I/71w4aIH8Q4L.jpg,416664,item_weight,950.0 gram,"LED

LANT GROW

 

Brand: EWEIMA

Name: LED Grow Light

Product Size: 13.5* 5.3* 3.3 inches

Product Weight: 950g/ 2.54 Ibs

LED Chips: Red: Blue: Yellow= 36: 16: 28
Wavelength: Red: 620-630nm

Blue: 460-470nm

Full spectrum: 380-800nm

Life time: 50000 hours

Note: It is advisable to maintain a distance of 11
to 20 inch between the light and the plant.
Manufacturer: Shenzhen Olede Lighting
Technology Co., Ltd.

Address: 3F, Dongpo No.35-2, Industrial Park,
Yunfeng Road, Dalang Street, Longhua New
District, Shenzhen City.

a

EVATOST CONSULTING LTD
ux | ree | Suite 11, First Floor, Moy Road Business
Centre, Taffs Well, Cardiff, Wales, CF15 7QR

contact@evatmaster.com

C&E Connection E-Commerce (DE) GmbH
er | Zum Linnegraben 20, 65933,
Frankfurt am Main,Germany
uk CE QL e ela
FE WK CEO Lr ei-sH

Made in China

 

 
",950.0 gram
250,https://m.media-amazon.com/images/I/61q8BFKyG5L.jpg,416664,item_weight,2.5 kilogram,"    

   
  

(YY) VAAA
NE 5
D4
OM OOCX|
P09
PRE
NYMDOOrX

Basis E27
Verwenden Sie eine
Glthlampe oder eine
LED-Lampe (nicht im
Lieferumfang enthalten)

                

/

\ Seilschalter
/

| Auch im Dunkeln einfach ein-

und auszuschalten

TA

 
 

Kabelsammler

Um das Kabel in der richtigen
Reihenfolge anzuordnen

 

3 Regale zu organisieren
Es kann das Gewicht von 2,5 kg
tragen

 
","950.0 gram, 5.0 kilogram"
96,https://m.media-amazon.com/images/I/71XK5d3Oh9L.jpg,416664,wattage,49.0 watt," 
",
213,https://m.media-amazon.com/images/I/61rzdBIml6S.jpg,416664,item_weight,60.0 gram," 
","950.0 gram, 5.0 kilogram"
591,https://m.media-amazon.com/images/I/71s6un2r1yL.jpg,426261,item_weight,1.05 kilogram," 

Portable carrer bag |
1.05kg /370z

 

  
     
 
     

7eom/2.7in

44cm/17.3in

23cm/9in
",1.05 kilogram
